Course Catalogue Number,Department Name,Course Name,Course Description,Graduate/Undergraduate,Format,Lab,Academic Catalogue Year,Food Systems,Food Justice/Equity,Critical Pedagogy
291,AGEC,Research,"
  Research conducted under the direction of faculty member in agricultural economics. May be repeated 3 times for credit. Prerequisites: Freshman or sophomore classification and approval of department head; see an academic advisor in Room 214 AGLS.
",UG,Other,False,2020-2021,,,
314,AGEC,Marketing Agricultural and Food Products,"
   Operations involved in movement of agricultural commodities from farmer to consumer via several intermediaries; functions involve buying, selling, transportation, storage, financing, grading, pricing and risk bearing; agricultural supply chain or value chain is studied in detail; marketing aspects of commodities and differentiated goods.Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
314,AGEC,Marketing Agricultural and Food Products,"
   Operations involved in movement of agricultural commodities from farmer to consumer via several intermediaries; functions involve buying, selling, transportation, storage, financing, grading, pricing and risk bearing; agricultural supply chain or value chain is studied in detail; marketing aspects of commodities and differentiated goods.Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
315,AGEC,Food and Agricultural Sales,"
   Principles of professional sales techniques used in food and agricultural firms; develop a professional sales presentation; study current agribusiness industry professional salespersons. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2020-2021,,,
315,AGEC,Food and Agricultural Sales,"
   Principles of professional sales techniques used in food and agricultural firms; develop a professional sales presentation; study current agribusiness industry professional salespersons. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2020-2021,,,
316,AGEC,Building Customer Relationships in AgriFood Selling,"
   Use of emotional intelligence factors in developing business-to-business customer relationships for AgriFood, real estate, finance and other industrial products and services; developing customer relationships with regard to the unique aspects of technical products and services in these industries. Prerequisites: Junior or senior classification; approval of instructor.
",UG,Lecture,False,2020-2021,,,
316,AGEC,Building Customer Relationships in AgriFood Selling,"
   Use of emotional intelligence factors in developing business-to-business customer relationships for AgriFood, real estate, finance and other industrial products and services; developing customer relationships with regard to the unique aspects of technical products and services in these industries. Prerequisites: Junior or senior classification; approval of instructor.
",UG,Lecture,False,2020-2021,,,
317,AGEC,Economic Analysis for Agribusiness Management,"
   Quantitative methods used to address managerial problems, specifically calculus-based optimization, marginal analysis, elasticities, statistical and forecasting techniques, linear programming, and risk analysis; emphasis on theoretical aspects and applied analysis of managerial problems faced by agricultural firms. Prerequisites: AGEC 217; ECON 322 or ECON 323; SCMT 303 or STAT 301 or STAT 302 or STAT 303; and junior or senior classification; agricultural economics, agribusiness majors only; or approval of department head.
",UG,Lecture,False,2020-2021,,,
324,AGEC,Agribusiness Entrepreneurship – Budgeting,"
   Case study approach to demonstrate a process for evaluating the economic feasibility of a single-enterprise rural or metropolitan business venture; relevant production, marketing and financing costs, in combination with capital ownership and overhead costs; computer spreadsheets including attention to deterministic sensitivity analyses; computer capabilities are essential. Prerequisites: AGEC 105 or ECON 202; ACCT 209 or ACCT 210 or ACCT 229 or ACCT 230 or AGEC 330 or FINC 341 or FINC 409; junior or senior classification or approval of instructor.
",UG,Lecture,True,2020-2021,,,
325,AGEC,Principles of Farm and Ranch Management,"
   Agribusiness managerial decision making and analysis in different market environments; emphasis is on profit maximization; lab focuses on using computerized methods for evaluating management alternatives for farming and ranching problem situations. Prerequisites: AGEC 105 or ECON 202; junior or senior classification; knowledge of Excel.
",UG,Lecture,True,2020-2021,,,
330,AGEC,Financial Management in Agriculture,"
   Principles of financial management of farms, ranches, and other agribusiness firms; financial statements, financial statement analysis, time value of money, investment analysis, firm growth, risk management, credit analysis and best business management practices. Prerequisites: AGEC 105 or 3 hours of economics; ACCT 209 or ACCT 229; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
340,AGEC,Agribusiness Management,"
   Survey of management practices using case studies to evaluate management issues in agribusiness firms in the context of the four functions of management such as planning, organizing, leading and controlling; emphasis on best practices throughout the food marketing chain; examination of how businesses and business executives succeed; application of previously learned knowledge in making business decisions similar to those encountered in professional careers. Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
340,AGEC,Agribusiness Management,"
   Survey of management practices using case studies to evaluate management issues in agribusiness firms in the context of the four functions of management such as planning, organizing, leading and controlling; emphasis on best practices throughout the food marketing chain; examination of how businesses and business executives succeed; application of previously learned knowledge in making business decisions similar to those encountered in professional careers. Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
344,AGEC,Food and Agricultural Law,"
   Legal principles relevant to the farm family and business; characteristics of legal decisions and rules on property rights, and fencing laws; analysis of global, national, state, and local legal issues in contracts, torts, water, pollution, and natural resources. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2020-2021,,,
344,AGEC,Food and Agricultural Law,"
   Legal principles relevant to the farm family and business; characteristics of legal decisions and rules on property rights, and fencing laws; analysis of global, national, state, and local legal issues in contracts, torts, water, pollution, and natural resources. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2020-2021,,,
401,AGEC,Global Agri-Industries and Markets: Study Abroad,"
   Understanding agriindustries and markets; analysis of production; importing; exporting; provides classroom experience with an exposure to a variety of global cultures in an international setting. Course may be repeated 3 times for credit. Prerequisites: AGEC 105 or 3 hours of economics; junior or senior classification or approval of department head.
",UG,Lecture,False,2020-2021,,,
402,AGEC,Survey of International Agricultural Economics: Study Abroad,"
   Examine, from an international setting, the shape of international agriculture; how culture, history, politics and geography in foreign countries affect the production and management of agricultural products; agricultural policy formation; countries' natural resources and competitive strategies; may be taken 3 times for credit. Prerequisites: AGEC 105 or 3 hours of economics; junior or senior classification or approval of department head.
",UG,Lecture,False,2020-2021,,,
413,AGEC,Agricultural Cooperatives,"
   Historical development and principles of cooperative associations in our economic system; organizational and operational aspects of cooperatives; legal considerations, financing, management, and member relations; and future role of cooperatives. Prerequisites: AGEC 105; AGEC 314; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
414,AGEC,Agribusiness and Food Market Analysis,"
   Application of economic and marketing principles to contemporary food and agribusiness marketing; practical marketing management for agribusiness firms; market analysis; and marketing strategy and planning as related to the emerging trends in the global food and agribusiness sector of the economy. Prerequisites: AGEC 317; FINC 341; MKTG 321; and junior or senior agribusiness majors only.
",UG,Lecture,False,2020-2021,,,
414,AGEC,Agribusiness and Food Market Analysis,"
   Application of economic and marketing principles to contemporary food and agribusiness marketing; practical marketing management for agribusiness firms; market analysis; and marketing strategy and planning as related to the emerging trends in the global food and agribusiness sector of the economy. Prerequisites: AGEC 317; FINC 341; MKTG 321; and junior or senior agribusiness majors only.
",UG,Lecture,False,2020-2021,,,
415,AGEC,Food and Agribusiness Strategic Market Planning,"
   Development of a market plan targeting the food and agribusiness market sector; market analysis; business propositions; action plans for executing the 4 P's (Product, Price, Place, Promotion); monitoring and measurement. Prerequisites: AGEC 314 or MKTG 321 or MKTG 409; AGEC 315; junior or senior classification or approval of instructor.
",UG,Lecture,False,2020-2021,,,
415,AGEC,Food and Agribusiness Strategic Market Planning,"
   Development of a market plan targeting the food and agribusiness market sector; market analysis; business propositions; action plans for executing the 4 P's (Product, Price, Place, Promotion); monitoring and measurement. Prerequisites: AGEC 314 or MKTG 321 or MKTG 409; AGEC 315; junior or senior classification or approval of instructor.
",UG,Lecture,False,2020-2021,,,
416,AGEC,Sales Management and Advanced Techniques in Professional Technical Selling for AgriFood Firms,"
   Principles and practices of sales management in food and agricultural firms; focus on business-to-business selling situations, theoretical and practical information about sales management for AgriFood firms; application of principles. Prerequisite: AGEC 315.
",UG,Lecture,False,2020-2021,,,
416,AGEC,Sales Management and Advanced Techniques in Professional Technical Selling for AgriFood Firms,"
   Principles and practices of sales management in food and agricultural firms; focus on business-to-business selling situations, theoretical and practical information about sales management for AgriFood firms; application of principles. Prerequisite: AGEC 315.
",UG,Lecture,False,2020-2021,,,
420,AGEC,"Food Security, Climate and Conflict","
   Economic models of food production and consumption in conflict regimes; the micro-economics of violence; the dynamic relationships of climate and agricultural production; potential impacts of climate change on food and socio-political security; food security among insurgent groups; conflict resistant food systems; and the shifting relationships between poor and rich nations in relationship to climate, food and conflict. Prerequisites: AGEC 105 or ECON 202, junior or senior classification, or approval of instructor.
",UG,Lecture,False,2020-2021,,,
420,AGEC,"Food Security, Climate and Conflict","
   Economic models of food production and consumption in conflict regimes; the micro-economics of violence; the dynamic relationships of climate and agricultural production; potential impacts of climate change on food and socio-political security; food security among insurgent groups; conflict resistant food systems; and the shifting relationships between poor and rich nations in relationship to climate, food and conflict. Prerequisites: AGEC 105 or ECON 202, junior or senior classification, or approval of instructor.
",UG,Lecture,False,2020-2021,,,
423,AGEC,Establishing Agribusiness Entrepreneurship Networks II,"
   Engagement opportunities with successful agri/metropolitan entrepreneurs and other professionals, focusing on strategies and tactics for starting and sustaining viable rural and metropolitan business ventures; emphasis on importance of, and how to, develop relationships with a broad spectrum of mentors. Prerequisites: AGEC 424 or concurrent enrollment; junior or senior classification or approval of instructor. May not enroll in AGEC 223 and AGEC 423 during the same semester.
",UG,Lecture,False,2020-2021,,,
424,AGEC,Agribusiness Entrepreneurship – Economic Analysis,"
   Strategic planning regarding economic feasibility of a single-enterprise rural or metropolitan business venture; emphasis on processes for developing a comprehensive enterprise budget and construction and evaluation of risk management alternatives; exchanges with “real-world” entrepreneurs, financial experts and other management personnel; computer capabilities essential. Prerequisites: AGEC 105 or ECON 202; ACCT 209 or ACCT 210 or ACCT 229 or ACCT 230 or AGEC 324 or AGEC 330 or FINC 341 or FINC 409; junior or senior classification or approval of instructor.
",UG,Lecture,True,2020-2021,,,
425,AGEC,Agribusiness Entrepreneurship – Financial Analysis,"
   Strategic planning regarding rural and metropolitan business ventures; emphasis on processes for developing comprehensive economics and financial prospectuses, including enterprise budgets, risk management planning, cash flow budgeting, net worth statements, income budgets, reconciliation statements and shock analysis; mentoring exchanges with “real-world entrepreneurs, financial experts and other management personnel.  Prerequisites: AGEC 424; and junior or senior classification.
",UG,Lecture,True,2020-2021,,,
429,AGEC,Agricultural Policy,"
   Analysis of the causes, nature, and effects of government participation in agriculture; and interrelationship of the American agriculture and agribusiness sector with the political and economic system, public administration, and interest group representation. Prerequisites: AGEC 105, ECON 202 or ECON 203; ENGL 103 or ENGL 104; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
430,AGEC,Macroeconomics of Agriculture,"
    Basic functioning of U.S. economy and relationship to agriculture; the differential effects of macroeconomic policy on disposable income, interest rates, unemployment, inflation and exchange rates; impact on agricultural commodity prices, farm input costs, net farm income, farmland values and key financial indicators. Prerequisites: AGEC 105 or 3 hours of economics; AGEC 317 or concurrent enrollment; AGEC 429; AGEC 330 or FINC 341 or FINC 409; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
431,AGEC,Cases in Agribusiness Finance,"
   Financial management of agribusiness firms; advanced topics in financial statement analysis, liquidity management, investment analysis, and capital structure illustrated through examination of agribusiness cases. Prerequisites: AGEC 317; AGEC 340; FINC 341; and junior or senior agribusiness majors only.
",UG,Lecture,False,2020-2021,,,
432,AGEC,Rural Real Estate and Financial Analysis,"
   Advanced topics in investment analysis; financial intermediation in agriculture; real estate markets and market analysis; and appraisal valuation. Prerequisites: AGEC 317 (waived for nonmajors); AGEC 330 or FINC 341 or FINC 409; AGEC 422; ACCT 210 or ACCT 230; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
434,AGEC,Rural Financial Markets and Financial Planning,"
   Organization, structure, conduct and regulation of lending institutions serving commercial agriculture and rural borrowers; borrower financial statement analysis, business forecasting, investment analysis and loan application process; lender credit application underwriting standards, credit scoring and loan decision making process; agricultural loan portfolio analysis. Prerequisites: ACCT 209 or ACCT 229; ACCT 210 or ACCT 230; AGEC 330 or FINC 341 or FINC 409; junior or senior classification.
",UG,Lecture,False,2020-2021,,,
440,AGEC,Agribusiness Strategic Analysis,"
   Strategic management and economic principles for the agribusiness system; problem recognition and applied managerial/economic decision making with related considerations in marketing, production, or finance for agribusiness firms. Prerequisites: AGEC 317; AGEC 340; FINC 341; MGMT 363; MKTG 321; and junior or senior agribusiness majors only.
",UG,Lecture,False,2020-2021,,,
447,AGEC,Food and Agricultural Price Analysis,"
   Factors influencing the level of food and agricultural prices; price trends and seasonal variation; methods of forecasting demands and prices; and futures trading. Prerequisites: AGEC 314; AGEC 317; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
447,AGEC,Food and Agricultural Price Analysis,"
   Factors influencing the level of food and agricultural prices; price trends and seasonal variation; methods of forecasting demands and prices; and futures trading. Prerequisites: AGEC 314; AGEC 317; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
448,AGEC,Agricultural Commodity Futures,"
   Activities of commodity futures exchanges; the mechanics of trading futures contracts; the use of futures trading for hedging and forward pricing; and options, basis behavior, and hedging strategies for selected commodities. Prerequisites: AGEC 105 or 3 hours of economics; AGEC 314; AGEC 317 or concurrent enrollment; and junior or senior classification; or approval of department head.
",UG,Lecture,False,2020-2021,,,
452,AGEC,International Trade and Agriculture,"
   Changing role of U.S. agriculture in a dynamic world economy; national and international policies and institutions affecting agriculture; and exchange rates, tariffs, and non-tariff barriers. Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
453,AGEC,International Agribusiness Marketing,"
   Basic competencies in international marketing of agri-foods; and market entry, pricing, payment, finance, and promotion. Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
453,AGEC,International Agribusiness Marketing,"
   Basic competencies in international marketing of agri-foods; and market entry, pricing, payment, finance, and promotion. Prerequisites: AGEC 105 or 3 hours of economics; and junior or senior classification.
",UG,Lecture,False,2020-2021,,,
460,AGEC,Cross-Cutting Issues in Agricultural Economics,"
   Examination of economic theory and its history; emphasis on the areas of agricultural business, finance, macroeconomics, management, marketing, microeconomics, quantitative analysis, resources, and economics policy; emphasis on the ability to properly analyze economic problems. Prerequisites: AGEC 317; AGEC 314 or MKTG 321 or MKTG 409; AGEC 330 or FINC 341 or FINC 409; AGEC 429; agricultural economics and agribusiness majors only; junior or senior classification or approval of instructor.
",UG,Lecture,False,2020-2021,,,
481,AGEC,Ethics in Agribusiness and Agricultural Economics,"
    Examination of the principals of ethical business behavior; context created through assigned readings, guest speakers from various law enforcement branches and private industry; student written reports about their own experiences relative to this context; attention given to establishing personal principles for an ethical business career. Prerequisites: AGEC 217; junior or senior classification; and agricultural economics or agribusiness majors only.
",UG,Lecture,False,2020-2021,,,
484,AGEC,Internship,"
  Supervised experience program conducted in the area of the student's interest in agricultural economics and agribusiness. May be taken two times. Prerequisite: See an advisor in Room 214 AGLS Building.
",UG,Other,False,2020-2021,,,
489,AGEC,Special Topics in...,"
   Selected topics in an identified area of agricultural economics. May be repeated for credit. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2020-2021,,,
491,AGEC,Research,"
  Research conducted under the direction of faculty member in agricultural economics. May be repeated 3 times for credit. Registration in multiple sections of this course are possible within a given semester provided that the per semester credit hour limit is not exceeded. Prerequisites: Junior or senior classification and approval of department head; see an advisor in Room 214 AGLS Building.
",UG,Other,False,2020-2021,,,
101,AGLS,Modern Agricultural Systems and Renewable Natural Resources,"
(AGRI 1131) Modern Agricultural Systems and Renewable Natural Resources.   An introduction to modern agriculture and the natural, human and scientific resources upon which it depends. Prerequisite: Freshman or sophomore classification.
",UG,Lecture,False,2020-2021,,,
105,AGLS,Research in Agriculture and Life Sciences,"
   An introduction to the research process as applied to agriculture, renewable natural resources and biological sciences. Prerequisite: Freshman classification, major in College of Agriculture and Life Sciences and approval of instructor.
",UG,Lecture,False,2020-2021,,,
289,AGLS,Special Topics in...,"
   Selected topics in an identified area of agriculture and life science. May be repeated for credit. Prerequisite: Freshman or sophomore.
",UG,Lecture,False,2020-2021,,,
292,AGLS,Cooperative Education in Agriculture,"
   Educational work assignment by a student in the field of his or her career interest and course of study; supervision of the student by the cooperating employer and the instructor; a technical report, approved by the instructor, on a related subject area required. Prerequisite: Approval of the college coordinator of cooperative education.
",UG,Other,False,2020-2021,,,
301,AGLS,College of Agriculture and Life Sciences Study Abroad,"
   For students in approved programs abroad. May be repeated for credit. Prerequisites: Admission to approved program and approval of academic dean.
",UG,Other,False,2020-2021,,,
392,AGLS,Cooperative Education in Agriculture,"
   Educational work assignment by a student in the field of his or her career interest and course of study. Supervision of the student by the cooperating employer and the instructor; a technical report, approved by the instructor, on a related subject area required. Prerequisite: AGLS 292.
",UG,Other,False,2020-2021,,,
489,AGLS,Special Topics in...,"
   Selected topics in an identified area of agricultural and life sciences.
",UG,Lecture,False,2020-2021,,,
492,AGLS,Cooperative Education in Agriculture,"
  Educational work assignment by a student in the field of his or her career interest and course of study; supervision of the student by the cooperating employer and the instructor; a technical report, approved by the instructor, on a related subject area required. Prerequisite: AGLS 392.
",UG,Other,False,2020-2021,,,
